CPU Stats,Memory Stats,Network Stats,Up Time
"[1.3, 47.2]","[5.18, 34.1, 2.58]","[422574649, 580796236, 948420, 1164989]",178541.77
"[1.5, 47.7]","[5.19, 34.1, 2.58]","[422609320, 580815797, 948477, 1165041]",178542.78
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[422645345, 580835254, 948533, 1165092]",178543.78
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[422680720, 580855027, 948596, 1165146]",178544.79
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[422716779, 580874796, 948667, 1165206]",178545.79
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[422753786, 580895547, 948748, 1165275]",178546.80
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[422788839, 580914968, 948806, 1165329]",178547.80
"[1.3, 47.7]","[5.18, 34.1, 2.58]","[422822388, 580933967, 948848, 1165368]",178548.80
"[1.5, 48.8]","[5.18, 34.1, 2.58]","[422858475, 580954068, 948917, 1165425]",178549.81
"[1.0, 48.3]","[5.18, 34.1, 2.58]","[422894989, 580973862, 948988, 1165481]",178550.81
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[422932348, 580994737, 949070, 1165550]",178551.82
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[422967033, 581013934, 949120, 1165591]",178552.82
"[0.5, 47.2]","[5.18, 34.1, 2.59]","[423001326, 581032691, 949169, 1165630]",178553.83
"[2.3, 48.3]","[5.18, 34.1, 2.59]","[423038271, 581053324, 949244, 1165692]",178554.83
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[423074673, 581073694, 949312, 1165751]",178555.84
"[1.5, 48.3]","[5.18, 34.1, 2.58]","[423112109, 581093894, 949390, 1165812]",178556.84
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[423147358, 581113243, 949443, 1165855]",178557.85
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[423181942, 581132581, 949492, 1165895]",178558.85
"[1.2, 48.3]","[5.19, 34.1, 2.58]","[423218676, 581152551, 949561, 1165950]",178559.85
"[1.3, 48.8]","[5.18, 34.1, 2.58]","[423255351, 581172528, 949628, 1166005]",178560.86
"[1.7, 48.3]","[5.18, 34.1, 2.58]","[423293107, 581193288, 949703, 1166064]",178561.86
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[423328746, 581213033, 949758, 1166110]",178562.87
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[423363864, 581231995, 949808, 1166149]",178563.87
"[1.0, 47.7]","[5.18, 34.1, 2.58]","[423401286, 581252703, 949880, 1166206]",178564.88
"[1.0, 48.3]","[5.19, 34.1, 2.58]","[423438576, 581273390, 949950, 1166265]",178565.88
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[423476405, 581294083, 950025, 1166329]",178566.89
"[1.0, 47.7]","[5.18, 34.1, 2.58]","[423511997, 581313777, 950079, 1166372]",178567.89
"[1.5, 47.7]","[5.19, 34.1, 2.58]","[423547181, 581332511, 950128, 1166407]",178568.90
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[423584921, 581353399, 950201, 1166465]",178569.90
"[2.0, 47.7]","[5.18, 34.1, 2.58]","[423622640, 581374336, 950272, 1166526]",178570.91
"[1.3, 48.3]","[5.18, 34.1, 2.58]","[423660976, 581395306, 950351, 1166593]",178571.91
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[423696188, 581414708, 950397, 1166630]",178572.92
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[423731381, 581433877, 950444, 1166667]",178573.92
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[423769230, 581454748, 950516, 1166723]",178574.92
"[1.5, 48.8]","[5.18, 34.1, 2.58]","[423806985, 581475831, 950589, 1166786]",178575.93
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[423845408, 581496776, 950666, 1166849]",178576.93
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[423881345, 581516473, 950715, 1166887]",178577.94
"[1.7, 49.4]","[5.18, 34.1, 2.59]","[423916421, 581536015, 950758, 1166923]",178578.94
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[423953981, 581556331, 950822, 1166975]",178579.95
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[423992018, 581577542, 950894, 1167037]",178580.95
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[424031298, 581599416, 950978, 1167108]",178581.96
"[1.0, 49.4]","[5.19, 34.1, 2.58]","[424067073, 581618647, 951024, 1167144]",178582.96
"[0.8, 49.4]","[5.18, 34.1, 2.58]","[424102833, 581638559, 951071, 1167183]",178583.97
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[424140797, 581659035, 951134, 1167234]",178584.97
"[1.2, 47.2]","[5.18, 34.1, 2.58]","[424179054, 581680244, 951204, 1167293]",178585.97
"[0.8, 48.3]","[5.19, 34.1, 2.58]","[424218497, 581702052, 951285, 1167363]",178586.98
"[2.0, 48.8]","[5.18, 34.1, 2.59]","[424254735, 581722331, 951332, 1167403]",178587.98
"[0.5, 48.3]","[5.18, 34.1, 2.59]","[424290687, 581742283, 951376, 1167440]",178588.99
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[424329239, 581763303, 951447, 1167500]",178589.99
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[424367745, 581784597, 951516, 1167557]",178590.99
"[0.8, 48.8]","[5.18, 34.1, 2.58]","[424407756, 581806816, 951597, 1167626]",178592.00
"[1.3, 48.8]","[5.18, 34.1, 2.58]","[424443926, 581826288, 951642, 1167662]",178593.00
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[424480078, 581846406, 951688, 1167700]",178594.01
"[1.5, 49.4]","[5.18, 34.1, 2.59]","[424519824, 581868570, 951770, 1167769]",178595.01
"[1.3, 49.4]","[5.18, 34.1, 2.58]","[424558460, 581889316, 951836, 1167820]",178596.02
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[424598414, 581911570, 951915, 1167889]",178597.03
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[424635178, 581931906, 951961, 1167929]",178598.03
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[424671817, 581951699, 952007, 1167964]",178599.04
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[424711204, 581973268, 952081, 1168028]",178600.04
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[424750500, 581995018, 952152, 1168087]",178601.04
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[424791181, 582017519, 952236, 1168158]",178602.04
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[424827864, 582037220, 952280, 1168193]",178603.05
"[2.0, 47.7]","[5.18, 34.1, 2.58]","[424866106, 582058020, 952325, 1168237]",178604.05
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[424905891, 582080203, 952400, 1168303]",178605.06
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[424945665, 582101889, 952474, 1168364]",178606.06
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[424985981, 582124349, 952551, 1168433]",178607.07
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[425022617, 582144351, 952592, 1168465]",178608.07
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[425060455, 582164843, 952646, 1168505]",178609.08
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[425100038, 582186688, 952716, 1168563]",178610.08
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[425139976, 582208244, 952792, 1168623]",178611.08
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[425180477, 582230805, 952867, 1168689]",178612.09
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[425217546, 582250582, 952909, 1168721]",178613.09
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[425255351, 582271509, 952961, 1168763]",178614.10
"[4.0, 48.8]","[5.18, 34.1, 2.59]","[425432162, 582361752, 953092, 1168849]",178615.10
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[425472345, 582383311, 953165, 1168905]",178616.11
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[425513295, 582405947, 953243, 1168972]",178617.11
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[425550739, 582426405, 953289, 1169008]",178618.12
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[425589194, 582447138, 953343, 1169048]",178619.12
"[2.5, 47.2]","[5.18, 34.1, 2.59]","[425629562, 582469574, 953415, 1169111]",178620.12
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[425669718, 582491746, 953483, 1169169]",178621.13
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[425711323, 582514269, 953567, 1169237]",178622.14
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[425750768, 582535088, 953617, 1169277]",178623.14
"[2.8, 49.9]","[5.18, 34.1, 2.59]","[425791779, 582561181, 953677, 1169324]",178624.14
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[425832424, 582584187, 953749, 1169387]",178625.14
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[425873194, 582606241, 953821, 1169445]",178626.15
"[0.5, 49.9]","[5.18, 34.1, 2.59]","[425914772, 582629041, 953901, 1169509]",178627.15
"[0.5, 48.8]","[5.18, 34.1, 2.59]","[425952792, 582649787, 953947, 1169545]",178628.25
"[1.7, 49.9]","[5.18, 34.1, 2.59]","[425991495, 582671022, 953998, 1169588]",178629.26
"[1.0, 49.9]","[5.18, 34.1, 2.59]","[426032581, 582693722, 954072, 1169651]",178630.26
"[1.7, 48.3]","[5.18, 34.1, 2.59]","[426073701, 582716388, 954148, 1169714]",178631.27
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[426115202, 582739013, 954225, 1169781]",178632.27
"[11.5, 49.9]","[5.18, 34.1, 2.59]","[426153518, 582759779, 954269, 1169814]",178633.28
"[0.5, 49.4]","[5.18, 34.1, 2.59]","[426192303, 582781298, 954318, 1169856]",178634.28
"[0.8, 50.5]","[5.18, 34.1, 2.59]","[426233483, 582803552, 954390, 1169915]",178635.28
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[426275278, 582826915, 954469, 1169985]",178636.29
"[1.5, 50.5]","[5.18, 34.1, 2.59]","[426317120, 582849696, 954549, 1170050]",178637.29
"[0.3, 49.9]","[5.18, 34.1, 2.59]","[426355252, 582870773, 954590, 1170084]",178638.30
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[426394788, 582892201, 954644, 1170127]",178639.40
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[426436433, 582915290, 954721, 1170195]",178640.40
"[1.3, 49.9]","[5.18, 34.1, 2.58]","[426477902, 582938247, 954795, 1170259]",178641.41
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[426519116, 582960519, 954863, 1170315]",178642.41
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[426557985, 582981926, 954908, 1170352]",178643.42
"[0.5, 49.4]","[5.18, 34.1, 2.59]","[426597892, 583003893, 954965, 1170400]",178644.42
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[426639151, 583026260, 955034, 1170458]",178645.43
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[426681307, 583049476, 955112, 1170522]",178646.44
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[426723054, 583072415, 955185, 1170583]",178647.44
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[426762124, 583093411, 955231, 1170617]",178648.44
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[426802466, 583115461, 955290, 1170664]",178649.45
"[1.5, 49.4]","[5.18, 34.1, 2.59]","[426843879, 583137920, 955357, 1170722]",178650.45
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[426886358, 583161385, 955436, 1170790]",178651.46
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[426927926, 583183865, 955504, 1170847]",178652.46
"[1.8, 47.7]","[5.18, 34.1, 2.58]","[426967542, 583205519, 955551, 1170884]",178653.47
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[427007824, 583227555, 955605, 1170928]",178654.47
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[427049592, 583250181, 955672, 1170986]",178655.48
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[427092643, 583273930, 955754, 1171054]",178656.48
"[0.5, 47.7]","[5.18, 34.1, 2.59]","[427134189, 583296744, 955818, 1171108]",178657.49
"[0.8, 49.9]","[5.19, 34.1, 2.58]","[427173831, 583317936, 955863, 1171140]",178658.49
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[427214459, 583340222, 955919, 1171186]",178659.49
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[427256577, 583363358, 955988, 1171245]",178660.50
"[1.3, 49.4]","[5.18, 34.1, 2.59]","[427299545, 583386438, 956066, 1171306]",178661.50
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[427341655, 583409678, 956134, 1171364]",178662.51
"[1.0, 47.2]","[5.18, 34.1, 2.59]","[427381942, 583431257, 956185, 1171401]",178663.51
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[427422562, 583453543, 956238, 1171447]",178664.52
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[427465031, 583476400, 956308, 1171505]",178665.52
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[427508447, 583500328, 956384, 1171570]",178666.52
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[427550195, 583523064, 956443, 1171619]",178667.53
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[427590682, 583545045, 956494, 1171661]",178668.53
"[2.0, 48.8]","[5.18, 34.1, 2.58]","[427631960, 583567587, 956552, 1171708]",178669.54
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[427675101, 583591318, 956625, 1171771]",178670.54
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[427718431, 583614702, 956699, 1171833]",178671.55
"[1.0, 48.3]","[5.18, 34.1, 2.58]","[427760789, 583637954, 956765, 1171889]",178672.55
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[427801607, 583660118, 956815, 1171928]",178673.56
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[427843240, 583682387, 956874, 1171972]",178674.56
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[427886408, 583705895, 956946, 1172034]",178675.56
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[427930043, 583729370, 957024, 1172097]",178676.57
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[427972787, 583752784, 957091, 1172152]",178677.58
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[428013808, 583774809, 957142, 1172191]",178678.58
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[428055493, 583797386, 957197, 1172233]",178679.58
"[2.3, 49.4]","[5.18, 34.1, 2.59]","[428104185, 583827318, 957285, 1172313]",178680.59
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[428149219, 583852181, 957368, 1172384]",178681.59
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[428192254, 583875938, 957433, 1172441]",178682.60
"[2.5, 49.4]","[5.18, 34.1, 2.59]","[428237977, 583904352, 957495, 1172491]",178683.60
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[428280644, 583927231, 957559, 1172540]",178684.60
"[1.0, 49.9]","[5.18, 34.1, 2.59]","[428324676, 583951387, 957634, 1172604]",178685.60
"[0.5, 49.9]","[5.18, 34.1, 2.59]","[428369370, 583976290, 957715, 1172675]",178686.66
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[428411736, 583999255, 957771, 1172723]",178687.66
"[1.5, 49.4]","[5.18, 34.1, 2.59]","[428453072, 584021875, 957817, 1172760]",178688.67
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[428496205, 584044804, 957882, 1172808]",178689.67
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[428539537, 584068526, 957946, 1172863]",178690.68
"[1.7, 48.8]","[5.18, 34.1, 2.59]","[428584013, 584092536, 958021, 1172926]",178691.68
"[1.0, 49.4]","[5.18, 34.1, 2.58]","[428626807, 584116134, 958081, 1172979]",178692.69
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[428668504, 584139077, 958129, 1173020]",178693.69
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[428711637, 584161978, 958190, 1173065]",178694.69
"[2.7, 48.3]","[5.18, 34.1, 2.59]","[428756052, 584186685, 958265, 1173129]",178695.70
"[1.2, 49.9]","[5.18, 34.1, 2.59]","[428804617, 584218536, 958361, 1173208]",178696.70
"[0.5, 49.9]","[5.18, 34.1, 2.59]","[428847342, 584241377, 958417, 1173253]",178697.70
"[0.8, 50.5]","[5.18, 34.1, 2.58]","[428889420, 584264571, 958467, 1173296]",178698.70
"[0.8, 49.9]","[5.18, 34.1, 2.58]","[428932950, 584288323, 958531, 1173348]",178699.71
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[428977146, 584312079, 958598, 1173405]",178700.71
"[1.0, 50.5]","[5.18, 34.1, 2.59]","[429022909, 584337192, 958683, 1173475]",178701.72
"[2.0, 49.4]","[5.18, 34.1, 2.59]","[429066006, 584360275, 958740, 1173523]",178702.72
"[1.2, 49.9]","[5.18, 34.1, 2.59]","[429108264, 584383635, 958790, 1173567]",178703.72
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[429152074, 584407087, 958855, 1173619]",178704.73
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[429196691, 584431532, 958928, 1173681]",178705.73
"[1.3, 49.4]","[5.18, 34.1, 2.59]","[429242871, 584456892, 959017, 1173756]",178706.73
"[1.0, 49.9]","[5.18, 34.1, 2.59]","[429286092, 584479827, 959073, 1173799]",178707.74
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[429328713, 584503290, 959123, 1173842]",178708.74
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[429373087, 584527506, 959193, 1173898]",178709.74
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[429418162, 584551675, 959267, 1173958]",178710.81
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[429463877, 584576762, 959346, 1174026]",178711.82
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[429507380, 584600453, 959401, 1174071]",178712.82
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[429550138, 584623343, 959450, 1174108]",178713.82
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[429595047, 584647914, 959520, 1174168]",178714.83
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[429639655, 584671780, 959585, 1174221]",178715.83
"[0.5, 47.7]","[5.18, 34.1, 2.59]","[429685891, 584697056, 959666, 1174289]",178716.83
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[429729299, 584719980, 959718, 1174326]",178717.84
"[2.0, 48.8]","[5.18, 34.1, 2.59]","[429772062, 584743387, 959764, 1174364]",178718.84
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[429817550, 584768115, 959839, 1174424]",178719.85
"[0.8, 48.8]","[5.18, 34.1, 2.58]","[429862949, 584792390, 959911, 1174482]",178720.85
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[429909314, 584817795, 959992, 1174552]",178721.86
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[429953311, 584841620, 960049, 1174597]",178722.87
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[429997085, 584865370, 960101, 1174640]",178723.87
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[430042816, 584890187, 960173, 1174698]",178724.88
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[430088429, 584915114, 960245, 1174759]",178725.89
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[430135210, 584940363, 960329, 1174829]",178726.90
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[430179273, 584964162, 960384, 1174871]",178727.90
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[430222871, 584987532, 960435, 1174910]",178728.90
"[0.5, 48.3]","[5.18, 34.1, 2.59]","[430268874, 585012623, 960506, 1174970]",178729.91
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[430314684, 585037197, 960575, 1175027]",178730.91
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[430361471, 585062646, 960654, 1175092]",178731.92
"[1.5, 49.4]","[5.18, 34.1, 2.59]","[430405449, 585086338, 960705, 1175130]",178732.92
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[430449291, 585109950, 960755, 1175171]",178733.93
"[1.8, 49.4]","[5.18, 34.1, 2.59]","[430495971, 585135468, 960832, 1175234]",178734.94
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[430542822, 585161154, 960912, 1175299]",178735.94
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[430589912, 585186633, 960991, 1175365]",178736.95
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[430634702, 585210957, 961047, 1175408]",178737.95
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[430678880, 585234997, 961097, 1175447]",178738.95
"[0.8, 48.8]","[5.18, 34.1, 2.58]","[430724998, 585259573, 961164, 1175500]",178739.96
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[430771475, 585284384, 961238, 1175558]",178740.96
"[1.5, 47.2]","[5.18, 34.1, 2.59]","[430819640, 585310475, 961324, 1175626]",178741.97
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[430863987, 585334546, 961372, 1175667]",178742.97
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[430907981, 585358152, 961419, 1175704]",178743.98
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[430954584, 585383341, 961487, 1175758]",178744.98
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[431001354, 585408727, 961558, 1175817]",178745.99
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[431049663, 585434616, 961646, 1175888]",178747.09
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[431093738, 585458411, 961687, 1175922]",178748.09
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[431138723, 585482776, 961740, 1175965]",178749.10
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[431185531, 585507762, 961811, 1176022]",178750.11
"[2.2, 48.8]","[5.18, 34.1, 2.59]","[431233140, 585533839, 961889, 1176086]",178751.11
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[431281161, 585560218, 961969, 1176157]",178752.11
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[431325804, 585583637, 962013, 1176187]",178753.12
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[431371033, 585608252, 962067, 1176230]",178754.13
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[431418620, 585633839, 962144, 1176295]",178755.13
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[431465824, 585659631, 962214, 1176356]",178756.13
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[431514174, 585685365, 962295, 1176419]",178757.14
"[1.0, 47.2]","[5.18, 34.1, 2.59]","[431558978, 585709443, 962341, 1176454]",178758.15
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[431604467, 585734350, 962392, 1176497]",178759.15
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[431652353, 585759942, 962467, 1176558]",178760.15
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[431699852, 585785641, 962537, 1176615]",178761.16
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[431748487, 585812104, 962619, 1176682]",178762.16
"[1.7, 49.4]","[5.18, 34.1, 2.59]","[431793972, 585836197, 962671, 1176721]",178763.17
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[431839960, 585861345, 962725, 1176766]",178764.18
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[431888022, 585887511, 962800, 1176829]",178765.18
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[431935731, 585912932, 962870, 1176885]",178766.18
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[431984850, 585939657, 962953, 1176953]",178767.19
"[2.5, 48.3]","[5.19, 34.1, 2.58]","[432030581, 585963750, 963003, 1176988]",178768.19
"[1.0, 47.2]","[5.18, 34.1, 2.58]","[432076721, 585988870, 963057, 1177031]",178769.19
"[0.5, 48.8]","[5.19, 34.1, 2.58]","[432125113, 586014600, 963133, 1177090]",178770.20
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[432173843, 586040852, 963210, 1177149]",178771.20
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[432223100, 586067627, 963292, 1177217]",178772.21
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[432268589, 586091560, 963336, 1177248]",178773.21
"[1.0, 47.7]","[5.18, 34.1, 2.58]","[432314897, 586116742, 963387, 1177288]",178774.22
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[432363709, 586143156, 963462, 1177349]",178775.22
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[432412478, 586169051, 963536, 1177409]",178776.23
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[432462466, 586195965, 963621, 1177475]",178777.23
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[432508426, 586220713, 963670, 1177516]",178778.24
"[1.5, 47.2]","[5.18, 34.1, 2.59]","[432555363, 586245790, 963727, 1177560]",178779.24
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[432604833, 586272792, 963808, 1177629]",178780.24
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[432653874, 586298807, 963885, 1177688]",178781.25
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[432704043, 586325986, 963971, 1177758]",178782.25
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[432750326, 586350525, 964019, 1177796]",178783.26
"[2.2, 48.3]","[5.18, 34.1, 2.59]","[432797818, 586376549, 964077, 1177844]",178784.27
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[432846954, 586403161, 964149, 1177903]",178785.27
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[432896751, 586429937, 964231, 1177969]",178786.27
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[432946919, 586457064, 964314, 1178035]",178787.28
"[1.5, 48.3]","[5.18, 34.1, 2.58]","[432993492, 586482179, 964361, 1178073]",178788.28
"[1.0, 47.2]","[5.18, 34.1, 2.59]","[433040667, 586507518, 964414, 1178117]",178789.29
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[433090576, 586534379, 964492, 1178178]",178790.29
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[433140188, 586561067, 964567, 1178239]",178791.29
"[1.3, 48.8]","[5.18, 34.1, 2.58]","[433190316, 586587727, 964649, 1178300]",178792.30
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[433236909, 586612284, 964693, 1178333]",178793.30
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[433284496, 586638121, 964745, 1178375]",178794.31
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[433334759, 586665378, 964825, 1178441]",178795.31
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[433385054, 586691967, 964905, 1178501]",178796.32
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[433435053, 586719070, 964982, 1178563]",178797.32
"[0.5, 47.7]","[5.18, 34.1, 2.58]","[433482168, 586744237, 965030, 1178598]",178798.33
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[433530793, 586770230, 965091, 1178646]",178799.33
"[1.2, 47.7]","[5.19, 34.1, 2.58]","[433582106, 586797691, 965171, 1178713]",178800.33
"[2.0, 48.8]","[5.18, 34.1, 2.58]","[433633128, 586825336, 965256, 1178783]",178801.34
"[1.2, 47.2]","[5.18, 34.1, 2.59]","[433683281, 586851933, 965329, 1178840]",178802.34
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[433731176, 586877842, 965380, 1178882]",178803.35
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[433780820, 586904214, 965435, 1178933]",178804.36
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[433831731, 586931495, 965517, 1179002]",178805.36
